topic,term,beta
3,hearty,1.5052653428124983e-88
4,hearty,1.2449242663823155e-66
5,hearty,5.332169089450468e-33
6,hearty,5.981575411481467e-13
7,hearty,0.0036634461554329797
8,hearty,2.8040582960613017e-70
9,hearty,1.2975652655961343e-7
10,hearty,0.004848671510702675
1,de,1.6524949402357603e-30
2,de,1.4029953726922442e-27
3,de,0.04298521124916758
4,de,7.318455582357555e-9
5,de,3.230684394417938e-29
6,de,6.58822568146961e-8
7,de,2.5343785944615505e-4
8,de,3.793779764726882e-4
9,de,0.05672168343563137
10,de,2.010846870296893e-4
1,gallo,4.631260706072625e-30
2,gallo,8.149232583314812e-27
3,gallo,0.039998696077083076
4,gallo,1.2432308317662476e-8
5,gallo,8.703161242700224e-28
6,gallo,5.637511623110619e-6
7,gallo,2.5653190361922583e-4
8,gallo,3.856619022126396e-4
9,gallo,0.05400018550525371
10,gallo,2.32612630170473e-4
1,pico,1.9359286134071117e-29
2,pico,4.29727305011441e-27
3,pico,0.0440012840479691
4,pico,3.129431707103362e-8
5,pico,1.2273775020826558e-27
6,pico,7.205253385031436e-6
7,pico,2.559765153664959e-4
8,pico,4.159472256663246e-4
9,pico,0.055617260646737283
10,pico,2.1648075325441952e-4
1,burrito,1.1698445851920138e-29
2,burrito,0.020582415531730312
3,burrito,2.2153115827655553e-20
4,burrito,0.0030098585492056
5,burrito,1.5759267761007234e-22
6,burrito,0.009809458150188051
7,burrito,0.01377841898115151
8,burrito,1.2057769903192957e-23
9,burrito,1.807367907785431e-4
10,burrito,0.0018968843581442677
1,lean,4.018630047387546e-13
2,lean,9.953891772407574e-58
3,lean,1.4002553437822266e-62
4,lean,5.6620765688790935e-33
5,lean,5.4144514221211574e-24
6,lean,0.0035496254494737528
7,lean,6.830870860898427e-20
8,lean,3.749646563506355e-43
9,lean,1.8423270266228716e-31
10,lean,4.520242591017509e-6
1,applewood,1.417688389693582e-70
2,applewood,8.643753556585707e-66
3,applewood,1.019465999510173e-48
4,applewood,1.1620436444379401e-55
5,applewood,4.853668453484195e-82
6,applewood,3.000207410138322e-85
7,applewood,8.136711372307454e-77
8,applewood,0.009788857950011467
9,applewood,2.047036596828002e-64
10,applewood,1.129225783143066e-95
1,bacon,1.64161232542138e-14
2,bacon,0.01657928811013924
3,bacon,2.8263344903787887e-8
4,bacon,1.2604771679767962e-13
5,bacon,8.006892690267863e-12
6,bacon,2.2883731407200878e-20
7,bacon,9.282347817311366e-26
8,bacon,0.043729956545972934
9,bacon,6.995855871504925e-17
10,bacon,7.193266964164397e-4
1,smoked,2.6729325763023428e-45
2,smoked,8.388047758295577e-46
3,smoked,5.063978415239093e-4
4,smoked,2.270429444679775e-21
5,smoked,3.6325421535724723e-26
6,smoked,1.1061580380500282e-31
7,smoked,1.4799137272692045e-33
8,smoked,0.016458950614549103
9,smoked,1.4626865808093544e-28
10,smoked,1.0463796479737637e-49
1,drizzle,7.014582917172122e-72
2,drizzle,3.0403430907206754e-81
3,drizzle,0.0015652598216069952
4,drizzle,4.5989591884081844e-26
5,drizzle,4.337991730936734e-44
6,drizzle,5.6054114184846856e-36
7,drizzle,4.3726983611605785e-45
8,drizzle,0.009359926522156184
9,drizzle,1.073780978508551e-25
10,drizzle,8.806629294441475e-40
1,honey,9.014834861658972e-66
2,honey,6.598866354355036e-66
3,honey,1.9199003537680377e-15
4,honey,1.4194298854894919e-25
5,honey,4.1334242246235575e-39
6,honey,1.5212991191013242e-47
7,honey,4.4021791026111005e-43
8,honey,0.010745240623285366
9,honey,4.6504157638373215e-48
10,honey,1.624827062282721e-66
1,jack,2.068588666474502e-4
2,jack,0.012720075264399631
3,jack,1.690637254911761e-4
4,jack,0.014531108824294826
5,jack,1.4350090571418774e-12
6,jack,0.002927458718391001
7,jack,2.077187530971365e-4
8,jack,0.014545306840879579
9,jack,0.01761884626569957
10,jack,0.0021404310042117377
1,bite,2.19157064212578e-81
2,bite,0.0175782863597814
3,bite,3.317085540513146e-61
4,bite,1.52575794820945e-4
5,bite,1.1201957643226977e-124
6,bite,3.5620082678637696e-54
7,bite,3.069615930001174e-60
8,bite,1.7052397599401537e-96
9,bite,1.1429745035397886e-71
10,bite,4.866355808859967e-136
1,egg,4.023457584013178e-23
2,egg,0.021539360081404273
3,egg,0.0021617453275968594
4,egg,1.3566976749416835e-11
5,egg,3.850148262388311e-23
6,egg,3.926191418892453e-20
7,egg,1.68967203632774e-26
8,egg,0.01271663736077822
9,egg,7.858539753717192e-21
10,egg,1.2357609169330465e-42
1,hunger,3.2483130050186684e-139
2,hunger,0.01732059255626868
3,hunger,1.5336060325812542e-199
4,hunger,1.062624282394025e-155
5,hunger,7.91832431398785e-177
6,hunger,1.3863841358780199e-164
7,hunger,1.0536951956474322e-156
8,hunger,4.703373493736061e-183
9,hunger,3.646703865521e-190
10,hunger,2.6738971991503694e-203
1,savor,3.317855558522941e-134
2,savor,0.01738721021994664
3,savor,2.487970253933854e-91
4,savor,1.8975548570127905e-133
5,savor,7.070221736180125e-153
6,savor,1.643116475458631e-154
7,savor,1.317613926977017e-144
8,savor,1.6495537970990651e-161
9,savor,1.3417743890545277e-167
10,savor,1.9787575467391603e-129
1,stake,2.0904255315838584e-139
2,stake,0.01732059255626868
3,stake,3.8606039048939762e-199
4,stake,4.413264765533938e-156
5,stake,1.071657190652243e-176
6,stake,2.4470189017196976e-164
7,stake,1.2346066418716897e-157
8,stake,4.407559997671913e-183
9,stake,2.4563517160602476e-189
10,stake,1.0529053883666244e-202
1,guacamole,4.5541182070163077e-23
2,guacamole,1.0574587896097717e-32
3,guacamole,0.009443572795490374
4,guacamole,0.017291932200643366
5,guacamole,0.021900054170884094
6,guacamole,0.017939662700918593
7,guacamole,0.005628050924686061
8,guacamole,5.032436045852628e-13
9,guacamole,0.014041776709656303
10,guacamole,3.282296530665237e-10
1,avocado,1.527596933348132e-5
2,avocado,1.0481225225899368e-18
3,avocado,0.02676378293625853
4,avocado,0.028909903502701124
5,avocado,4.202568706643222e-19
6,avocado,1.0323766714709694e-8
7,avocado,0.012073503852903705
8,avocado,6.784906902376092e-9
9,avocado,0.013349851436877636
10,avocado,0.0015189009243173246
1,tomato,2.5546633624843105e-15
2,tomato,1.5623415752599748e-36
3,tomato,1.861240169438178e-7
4,tomato,0.02908167809226328
5,tomato,2.80102243866446e-20
6,tomato,0.013264625834939005
7,tomato,1.296937503656429e-15
8,tomato,0.012898166586887246
9,tomato,1.9879010526586803e-12
10,tomato,7.63260651282663e-12
1,crema,4.835400046897827e-41
2,crema,1.0956683662867392e-52
3,crema,0.00734673730825127
4,crema,0.010803183403856779
5,crema,1.4658446362022501e-12
6,crema,3.303907224124664e-25
7,crema,7.215499016649058e-25
8,crema,7.018137316006022e-26
9,crema,1.1302437141913768e-21
10,crema,1.7591917194424215e-49
1,crispy,1.9119780765722934e-4
2,crispy,1.9577348927143475e-4
3,crispy,0.013315326848810973
4,crispy,0.0042246240876499565
5,crispy,1.959244884811924e-20
6,crispy,0.004582120245564672
7,crispy,2.611711467966678e-14
8,crispy,0.008282540844546004
9,crispy,5.918784432562728e-8
10,crispy,0.0030010887864575027
1,alarm,1.756873436278234e-138
2,alarm,0.011191767497896684
3,alarm,6.508090374308591e-218
4,alarm,2.443533506798337e-157
5,alarm,1.2925463859475228e-188
6,alarm,1.0956117233995549e-165
7,alarm,1.9412284569882167e-157
8,alarm,4.193760191596247e-194
9,alarm,4.5554898700613364e-201
10,alarm,4.779674789364424e-218
1,burritos,1.1426103197632707e-4
2,burritos,0.013501531603592994
3,burritos,2.3211016443377088e-39
4,burritos,1.072538101320016e-27
5,burritos,1.7854189590268514e-22
6,burritos,0.0014646767996026498
7,burritos,1.1524042054269837e-28
8,burritos,5.184867766322088e-18
9,burritos,3.600269152797718e-16
10,burritos,1.2053039246638319e-35
1,cheesesteak,4.378172522714873e-139
2,cheesesteak,0.011191767497896684
3,cheesesteak,5.9803999596612094e-217
4,cheesesteak,1.1583069986644652e-156
5,cheesesteak,7.805693258630983e-188
6,cheesesteak,4.972850519049604e-165
7,cheesesteak,2.2857179587765355e-157
8,cheesesteak,9.147627977975137e-194
9,cheesesteak,1.736149197360836e-200
10,cheesesteak,3.883674896381328e-217
1,clocks,8.397924015253182e-138
2,clocks,0.011191767497896684
3,clocks,2.8577956019458023e-217
4,clocks,8.683951313895617e-157
5,clocks,4.7611945891697247e-188
6,clocks,6.927580666492709e-166
7,clocks,1.1950055402604547e-157
8,clocks,6.620438580462567e-194
9,clocks,6.163090918137816e-201
10,clocks,1.2275653714343767e-217
1,combining,6.440932620763317e-138
2,combining,0.011191767497896684
3,combining,4.586331147028016e-217
4,combining,2.1756779339088957e-156
5,combining,1.7298160047848521e-187
6,combining,1.132230509141721e-164
7,combining,5.197298644788211e-157
8,combining,9.888883331918128e-195
9,combining,3.5132825056873425e-200
10,combining,2.904328767402512e-217
1,mmmm,5.375226066295935e-138
2,mmmm,0.011191767497896684
3,mmmm,4.409378207295665e-217
4,mmmm,1.0504026091582964e-156
5,mmmm,1.0668981645296751e-187
6,mmmm,8.495406173113805e-166
7,mmmm,4.332117764733451e-157
8,mmmm,1.5767991380945001e-193
9,mmmm,2.343021174709123e-200
10,mmmm,1.3656477268461554e-217
1,mouth,3.601172477424641e-120
2,mouth,0.011458238152608508
3,mouth,4.254518806818316e-156
4,mouth,5.834226894349211e-125
5,mouth,3.53276555760774e-147
6,mouth,9.472506382203429e-53
7,mouth,1.4105395152041328e-80
8,mouth,4.0399049751886555e-88
9,mouth,3.3392394936984797e-48
10,mouth,2.6881900829854785e-73
1,tiny,5.263077569594551e-138
2,tiny,0.011191767497896684
3,tiny,1.4549012949226923e-217
4,tiny,3.780923492575432e-157
5,tiny,1.5717321474584227e-188
6,tiny,7.400805629976507e-166
7,tiny,4.549525082028384e-158
8,tiny,1.8990643610761037e-194
9,tiny,1.6180228078865958e-201
10,tiny,7.899974752912362e-218
1,zzzz,1.2158924447783972e-137
2,zzzz,0.011191767497896684
3,zzzz,3.024060274137125e-217
4,zzzz,5.413066974933756e-157
5,zzzz,5.312553322589579e-188
6,zzzz,2.782138268463644e-165
7,zzzz,6.778573058250438e-157
8,zzzz,1.6645945497075224e-193
9,zzzz,1.440999584318795e-200
10,zzzz,2.0119460882139505e-217
1,cream,1.0274573944179526e-13
2,cream,2.2271702316401474e-36
3,cream,1.8742456134522065e-5
4,cream,0.06142795786546192
5,cream,3.136003805630639e-19
6,cream,0.02685356497185542
7,cream,0.006157732234758669
8,cream,5.58186977901784e-6
9,cream,2.727153579107637e-4
10,cream,0.0047166347631981175
1,olive,5.773507918734371e-44
2,olive,4.1507328362894486e-76
3,olive,4.150312321962413e-15
4,olive,6.856601156476487e-13
5,olive,1.4784130153547615e-32
6,olive,1.3990993887360815e-29
7,olive,1.5830431851172485e-35
8,olive,2.187665302270709e-17
9,olive,6.98082834421144e-27
10,olive,0.0038177069181526595
1,slice,6.972507604934149e-40
2,slice,3.8700940843859525e-49
3,slice,1.1679560360667125e-13
4,slice,9.995040125436304e-4
5,slice,2.9132497071178497e-31
6,slice,1.8908329580490886e-12
7,slice,1.222096217941651e-17
8,slice,2.6933776446805492e-30
9,slice,4.67015951660499e-4
10,slice,0.00347522324440469
1,sour,1.73204286003954e-20
2,sour,3.350381552783657e-36
3,sour,8.903424144176553e-10
4,sour,0.054355905468606566
5,sour,9.517693080999774e-22
6,sour,0.02491195775350269
7,sour,0.005428047865282702
8,sour,1.958169902026722e-6
9,sour,2.7470038429812426e-4
10,sour,0.004761984767154832
1,tangy,1.310194315960311e-69
2,tangy,1.0731524345078656e-61
3,tangy,2.6869085763970442e-36
4,tangy,2.0476307241435455e-52
5,tangy,8.608635079017468e-58
6,tangy,4.7747192019550343e-32
7,tangy,2.6016994573929516e-30
8,tangy,2.8815472928033564e-54
9,tangy,0.003973171433435883
10,tangy,0.003135375676216856
1,cheeses,5.897067754285201e-22
2,cheeses,0.011492384050413078
3,cheeses,5.418818654689892e-5
4,cheeses,5.751509259805043e-8
5,cheeses,1.873952703637731e-4
6,cheeses,0.001957142172163891
7,cheeses,5.561060208123068e-12
8,cheeses,0.0015578617461253098
9,cheeses,4.038253889040596e-9
10,cheeses,0.0010163353544263478
1,homemade,2.71005866942871e-8
2,homemade,1.147129109807254e-25
3,homemade,0.001209623378242744
4,homemade,1.180072545834927e-10
5,homemade,3.5671918753597434e-18
6,homemade,0.0076169078481217204
7,homemade,3.5038711169126514e-4
8,homemade,0.0020632763106545487
9,homemade,3.701508732603233e-15
10,homemade,1.0866365279682444e-12
1,style,5.128310094293496e-40
2,style,4.6002448065504086e-51
3,style,2.730528059318885e-10
4,style,2.298334160754468e-26
5,style,1.4358908079629938e-21
6,style,1.54373537633782e-10
7,style,1.414951106111028e-16
8,style,8.014553833304887e-18
9,style,0.014729975626080648
10,style,5.578163692253364e-45
1,fat,1.4432464247703255e-44
2,fat,5.986118435506229e-44
3,fat,8.6837343633671e-5
4,fat,0.0013996718221746978
5,fat,7.0940074805539355e-30
6,fat,3.566826543442604e-25
7,fat,2.9417606705926613e-46
8,fat,2.487871863868565e-18
9,fat,5.799166138030911e-34
10,fat,0.003417021743513142
1,reduced,8.696395545089307e-183
2,reduced,5.36480526807563e-190
3,reduced,4.5398080592694905e-204
4,reduced,2.6920833682206998e-198
5,reduced,3.1197316356376166e-143
6,reduced,1.7471676143351262e-206
7,reduced,1.684526803276807e-193
8,reduced,6.219973741600957e-194
9,reduced,7.793457451511612e-106
10,reduced,0.0029259797551876273
1,pinto,3.1462413771651884e-29
2,pinto,7.293149774626179e-4
3,pinto,5.897815935835531e-19
4,pinto,1.0818975599020152e-13
5,pinto,2.795686868322603e-11
6,pinto,5.009732425127131e-13
7,pinto,2.5977603420092624e-4
8,pinto,2.9704748909318162e-18
9,pinto,0.019289511542237098
10,pinto,1.1128886947199014e-32
1,loco,2.86664950412381e-129
2,loco,2.067168287929937e-140
3,loco,8.00839639825395e-146
4,loco,1.475821454196436e-141
5,loco,2.5342223661786223e-138
6,loco,4.575805442442021e-84
7,loco,0.007476376695608792
8,loco,2.0740214161818118e-138
9,loco,1.1487073605775358e-19
10,loco,5.610303169161242e-157
1,el,2.126097780574607e-143
2,el,1.507563377843599e-145
3,el,1.0322546653835687e-61
4,el,5.689925068296947e-80
5,el,4.6782291914314893e-66
6,el,4.0281809559540865e-57
7,el,0.008298778132125267
8,el,1.86815795446374e-51
9,el,2.7277576350793383e-16
10,el,5.01540355161126e-63
1,pollo,9.558386299520019e-51
2,pollo,2.4898939842761063e-57
3,pollo,4.548246995093873e-19
4,pollo,7.869827143246749e-32
5,pollo,3.7310537512427757e-44
6,pollo,1.957635649819788e-19
7,pollo,0.00790692182125223
8,pollo,5.784428512316875e-39
9,pollo,0.0023818146738949237
10,pollo,8.929505212617916e-52
1,asada,1.9840474517044497e-36
2,asada,1.2012833638816307e-52
3,asada,7.63220278204712e-15
4,asada,7.190350942164726e-20
5,asada,8.869181868765981e-22
6,asada,4.358415202014959e-8
7,asada,2.019133953575962e-20
8,asada,5.063093054764538e-24
9,asada,0.014255505242962098
10,asada,0.0028535470766808974
1,authentic,1.039016390662043e-44
2,authentic,4.04882956660419e-68
3,authentic,3.018905984302779e-19
4,authentic,1.916789796321525e-32
5,authentic,1.6536096049712518e-44
6,authentic,1.45065828229004e-17
7,authentic,1.1988672395824596e-4
8,authentic,2.9037430534781295e-35
9,authentic,7.418581097202026e-22
10,authentic,0.0031878259498092547
1,carne,1.813602671756777e-34
2,carne,3.637156667021426e-46
3,carne,8.134564410969212e-6
4,carne,1.094089384410754e-14
5,carne,1.4770451294303494e-18
6,carne,2.770023900777542e-4
7,carne,7.685320939439765e-18
8,carne,3.925641656639057e-22
9,carne,0.011888980048431062
10,carne,0.0030917049258735846
1,chile,1.3860279545620005e-4
2,chile,2.1287102980814625e-34
3,chile,0.005177899701754962
4,chile,3.37857122318683e-9
5,chile,1.7727956323611586e-16
6,chile,0.012119226640818319
7,chile,5.139220693638438e-20
8,chile,0.00758526572075387
9,chile,5.264889200603692e-12
10,chile,1.4080179568559002e-36
1,blackened,6.86111479207921e-42
2,blackened,1.733847900277554e-48
3,blackened,0.01045752382806759
4,blackened,1.2554816162135388e-6
5,blackened,3.0865281631996845e-22
6,blackened,1.18371774442862e-25
7,blackened,6.203889428147964e-5
8,blackened,1.9891808745097987e-17
9,blackened,1.8242716199059257e-28
10,blackened,4.082999030239543e-42
1,inside,8.296993631390355e-27
2,inside,7.549088096905929e-17
3,inside,1.5481993492090774e-10
4,inside,2.3505031792030232e-26
5,inside,1.01356325843804e-34
6,inside,0.0011664777860055501
7,inside,0.007240508031465928
8,inside,1.0558020426383655e-22
9,inside,2.0633820238739124e-21
10,inside,2.2855171333504486e-41
1,white,1.1233178898459856e-7
2,white,8.998948212775733e-32
3,white,0.006526068898714354
4,white,1.6659886332661325e-4
5,white,4.2413521784666874e-17
6,white,0.002827637555359122
7,white,0.006888439446757145
8,white,0.004087314890231463
9,white,7.708387699898073e-12
10,white,2.4923456902505383e-4
1,ancho,7.1663733093030835e-46
2,ancho,3.321120660929998e-56
3,ancho,3.2863750399822006e-8
4,ancho,1.0950996728251482e-23
5,ancho,3.385529354402821e-29
6,ancho,1.3579377698677355e-11
7,ancho,4.3476005349389364e-24
8,ancho,0.008326102188300369
9,ancho,7.721760255771376e-11
10,ancho,4.017639153328843e-46
1,crispers,3.380957767725795e-205
2,crispers,3.7257338550727554e-192
3,crispers,1.286231652610313e-202
4,crispers,4.4360636468043074e-204
5,crispers,3.174838865863838e-190
6,crispers,9.403437650246025e-213
7,crispers,3.7939364638562735e-189
8,crispers,0.004106819714659982
9,crispers,2.4027031066923794e-197
10,crispers,5.281162501824134e-215
1,premium,1.1021849105328294e-4
2,premium,1.185647603706634e-132
3,premium,2.1203674522015205e-36
4,premium,5.0304344570684e-63
5,premium,6.83720460241704e-64
6,premium,2.386297625189997e-75
7,premium,4.990194549159925e-65
8,premium,5.7561694370273975e-68
9,premium,1.4987538332603922e-75
10,premium,0.001922785769736406
1,meat,3.04930378353346e-26
2,meat,2.2717070124508426e-39
3,meat,6.911006263012447e-26
4,meat,9.266699573545186e-12
5,meat,1.470030454152628e-22
6,meat,0.019404931298282285
7,meat,9.397151905617765e-26
8,meat,7.480939781498894e-17
9,meat,3.0246144278660747e-4
10,meat,2.0072357484613167e-4
1,olives,4.4808267469961055e-39
2,olives,1.905200071431425e-48
3,olives,1.7840234445679652e-35
4,olives,2.4185871766053078e-18
5,olives,1.479558197792621e-45
6,olives,5.258724059843287e-19
7,olives,2.0388816512460764e-39
8,olives,0.01603347422846706
9,olives,4.8281443030411266e-42
10,olives,4.2186171944993976e-26
1,bean,2.1611789552984077e-29
2,bean,1.8691915587457936e-33
3,bean,0.0030751467264198157
4,bean,0.00649294885682411
5,bean,3.840593645693197e-19
6,bean,0.003604250283923432
7,bean,7.022597714199125e-17
8,bean,6.647824919615722e-5
9,bean,2.1018357935206273e-8
10,bean,1.9222641776559573e-4
1,mix,2.8758810639934366e-38
2,mix,1.2779786317534801e-40
3,mix,2.779308975492464e-4
4,mix,0.001337618573730842
5,mix,4.408036707090902e-19
6,mix,9.953920870932424e-4
7,mix,6.103387684872019e-4
8,mix,7.278222671086416e-8
9,mix,5.23378284921721e-4
10,mix,0.0015339194809786871
1,brown,1.7833768218598298e-21
2,brown,0.005810093121651765
3,brown,7.814123100628044e-4
4,brown,3.0053671190733973e-4
5,brown,5.1426145517593085e-8
6,brown,1.7443560296048057e-7
7,brown,3.564688532540559e-18
8,brown,0.005139691818613172
9,brown,1.0535949637266541e-18
10,brown,4.639858151520397e-34
1,hash,2.3557138485448447e-4
2,hash,0.022758737152609912
3,hash,1.40197395509904e-19
4,hash,3.6946623719747486e-20
5,hash,6.08253170997746e-35
6,hash,1.9406241598699788e-22
7,hash,5.045511729265241e-31
8,hash,3.015126299596421e-14
9,hash,1.2996000441183083e-29
10,hash,3.0461712273260807e-5
1,browns,2.287693644697578e-4
2,browns,0.015969565422329145
3,browns,1.824237241245424e-16
4,browns,1.802475303831769e-21
5,browns,3.0824282883349603e-37
6,browns,3.651922515009711e-20
7,browns,1.8782216980964418e-31
